order_id,order_date,item,item_id,item_quantity,item_price,item_description,city,country,order_status
419,10/17/2025,Graphic Print Leggings,419,419,"€123,10","Trendy leggings with a unique graphic print, versatile for workouts and casual wear.",Bielefeld,Germany,shipped
420,09/08/2025,Quinoa,420,420,"€70,50","Protein-rich quinoa, a great alternative to rice.",Kassel,Germany,shipped
421,02/07/2026,Gardening Kneeler and Seat,421,421,"€59,83",Foldable kneeler that doubles as a seat for gardening convenience.,Mainz,Germany,canceled
422,05/04/2025,Rolling Cooler,422,422,"€106,90",Wheeled cooler for transporting drinks and snacks.,Halle,Germany,canceled
423,05/03/2025,Dog Training Collar,423,423,"€70,16",Rechargeable training collar for effective behavior training.,Braunschweig,Germany,shipped
424,12/21/2025,Kitchen Knife Sharpening System,424,424,"€19,11",Professional sharpening system for kitchen knives.,Stuttgart,Germany,returned
425,11/11/2025,Wine Glasses,425,425,"€83,27",Set of elegant wine glasses for special occasions.,Aachen,Germany,proceed
426,11/12/2025,Reclining Camping Chair,426,426,"€141,47",Foldable reclining camping chair with cup holder.,Berlin,Germany,returned
427,01/11/2025,Dried Mango Slices,427,427,"€13,00","Sweet and chewy dried mango slices, perfect for snacking.",Bonn,Germany,proceed
428,06/15/2025,Garlic Herb Marinade,428,428,"€20,47","A savory marinade for meats, perfect for grilling.",Düsseldorf,Germany,canceled
429,03/04/2025,Vegan Tacos,429,429,"€143,99",Frozen vegan tacos filled with plant-based protein and spices.,Berlin,Germany,shipped
430,07/12/2025,Grass Fed Beef Patties,430,430,"€29,76",Juicy burger patties made with grass-fed beef,Rostock,Germany,proceed
431,09/16/2025,Classic Pesto Sauce,431,431,"€66,59","Fresh basil pesto, perfect for pasta or as a sandwich spread.",Hannover,Germany,canceled
432,03/12/2026,Backpack,432,432,"€19,55",Durable and spacious backpack for travel and school.,Wuppertal,Germany,shipped
433,09/14/2025,Feta Cheese,433,433,"€89,88","Tangy feta cheese, perfect for salads and sandwiches.",Chemnitz,Germany,proceed
434,03/11/2026,Vegan Alfredo Sauce,434,434,"€129,82","Creamy, dairy-free Alfredo sauce",Kiel,Germany,shipped
435,03/03/2026,Smart LED Light Strip,435,435,"€147,54","Customizable RGB LED light strip, perfect for mood lighting.",Hamburg,Germany,proceed
436,11/21/2025,Eco-Friendly Disposable Plates,436,436,"€47,71",Compostable plates suitable for various occasions.,Berlin,Germany,canceled
437,03/28/2026,Garlic Butter Sauce,437,437,"€105,60",A rich sauce perfect for pasta or drizzling over vegetables.,Solingen,Germany,canceled
438,06/04/2025,Herbed Mushroom Risotto,438,438,"€103,53","Creamy risotto made with mushrooms and herbs, perfect as a side dish or main course.",Dortmund,Germany,proceed
439,09/02/2025,Chickpeas,439,439,"€48,92","Canned chickpeas, perfect for hummus or salads.",Magdeburg,Germany,proceed
440,05/13/2026,LED Disco Ball Light,440,440,"€111,39",Fun light that creates a disco atmosphere for parties.,Saarbrücken,Germany,canceled
441,09/21/2025,Fitness Tracker,441,441,"€22,65","Track steps, heart rate, and sleep patterns.",Stuttgart Stuttgart-Mitte,Germany,shipped
442,02/26/2026,Electric Knife,442,442,"€121,74",Cordless electric knife for effortless slicing.,Berlin,Germany,shipped
443,04/15/2025,Rice Noodles,443,443,"€132,58","Thin rice noodles, ideal for stir-fries and soups.",Wiesbaden,Germany,proceed
444,04/28/2026,Roasted Sweet Corn,444,444,"€46,65",Sweet corn roasted to perfection for a delightful side.,Berlin,Germany,shipped
445,06/03/2025,Professional Chef Knife,445,445,"€70,71",High-carbon stainless steel chef knife for precision cutting.,München,Germany,shipped
446,04/13/2025,Cinnamon Sugar Donuts,446,446,"€79,75",Delicious mini donuts dusted with cinnamon sugar.,Berlin,Germany,shipped
447,04/22/2025,Creamy Tomato Basil Soup,447,447,"€50,92","Rich and creamy tomato basil soup, perfect with a grilled cheese.",Halle,Germany,returned
448,06/23/2025,Cinnamon Sugar Popcorn,448,448,"€23,70",Sweet popcorn coated in a mixture of cinnamon and sugar.,Nürnberg,Germany,shipped
449,02/24/2026,Carrot Ginger Soup,449,449,"€103,43","Smooth soup made from carrots and ginger, great for cold days.",Stuttgart,Germany,proceed
450,02/24/2025,Blueberry Muffin Mix,450,450,"€142,47",Make delightful blueberry muffins at home with this easy mix.,Wuppertal,Germany,proceed
451,11/23/2025,Mediterranean Couscous,451,451,"€87,60","Flavored couscous with herbs and spices, perfect as a side dish or a base for salads.",Berlin,Germany,proceed
452,10/14/2025,Non-Slip Yoga Socks,452,452,"€39,04",Yoga socks designed to provide better grip and stability.,Köln,Germany,shipped
453,04/26/2026,LED Desk Lamp,453,453,"€90,55",Dimmable LED desk lamp with USB charging port.,Offenbach,Germany,canceled
454,05/13/2026,Children's Science Experiment Lab Kit,454,454,"€32,77",STEM-based kit for kids featuring cool science experiments.,Berlin,Germany,returned
455,03/21/2026,Homemade Salsa,455,455,"€111,53","Fresh salsa made with tomatoes, onions, and cilantro.",Hamburg,Germany,shipped
456,06/28/2025,Caramel Sauce,456,456,"€55,96",Rich sauce for desserts and ice cream.,Würzburg,Germany,shipped
457,05/29/2025,Lemon Garlic Marinade,457,457,"€54,45","A zesty marinade made with lemon juice and garlic, ideal for chicken or fish.",Frankfurt am Main,Germany,returned
458,08/23/2025,Thai Peanut Noodles,458,458,"€111,42",Noodles tossed in a spicy Thai peanut sauce.,Karlsruhe,Germany,shipped
459,08/30/2025,DIY Lip Balm Kit,459,459,"€122,77",Craft your own lip balms with this complete kit.,Essen,Germany,shipped
460,05/01/2026,Blackberry Jam,460,460,"€40,09",Delicious homemade style blackberry jam.,Heilbronn,Germany,canceled
461,01/28/2025,Smartphone Hand Grip,461,461,"€27,04",Sturdy grip to hold your phone securely while taking selfies.,Remscheid,Germany,shipped
462,01/09/2026,Coconut Curry Sauce,462,462,"€22,52",A flavorful sauce made with coconut milk and spices.,Berlin,Germany,proceed
463,01/20/2026,Laptop Sleeve,463,463,"€139,31",Padded laptop sleeve for protection against scratches.,Hannover,Germany,shipped
464,09/06/2025,Sesame Ginger Dressing,464,464,"€115,17","Tangy dressing perfect for salads and marinades, with sesame and ginger flavors.",Berlin,Germany,canceled
465,01/12/2026,Trail Mix (Deluxe),465,465,"€104,55","A delightful mix of nuts, fruit, and chocolate.",Dortmund,Germany,canceled
466,03/06/2026,Buffalo Cauliflower Wings,466,466,"€36,16",Crispy cauliflower bites tossed in spicy buffalo sauce.,Hamburg Harvestehude,Germany,proceed
467,04/01/2025,Chopping Board,467,467,"€32,00",Reversible bamboo chopping board for food prep.,Hamburg,Germany,returned
468,04/21/2025,Granola Bars,468,468,"€57,88","Crispy and chewy granola bars, perfect for on-the-go.",Freiburg im Breisgau,Germany,canceled
469,06/09/2025,LED Christmas Lights,469,469,"€110,87",Eco-friendly LED lights for festive decorations.,Düsseldorf,Germany,shipped
470,04/15/2025,Outdoor Camping Hammock,470,470,"€93,12",Lightweight and durable hammock for relaxing in nature.,Berlin,Germany,canceled
471,05/30/2025,Cranberry Citrus Sauce,471,471,"€88,65","A tangy sauce made with cranberries and citrus zest, perfect for turkey and chicken dishes.",Chemnitz,Germany,proceed
472,04/29/2026,Decorative Throw Pillows,472,472,"€143,55",Set of stylish throw pillows for home decor.,Berlin,Germany,shipped
473,04/21/2026,Canned Sardines,473,473,"€92,47",Savory sardines packed in olive oil.,Braunschweig,Germany,proceed
474,03/24/2025,Beef Stroganoff Mix,474,474,"€63,56",Everything you need to create a hearty beef stroganoff.,Neuss,Germany,proceed
475,01/15/2026,Honey Mustard Dip,475,475,"€47,12",Sweet and tangy honey mustard dip for snacks.,Berlin,Germany,shipped
476,02/16/2026,Pumpkin Spice Cookies,476,476,"€77,84",Delicious cookies flavored with pumpkin and spices.,Wetzlar,Germany,shipped
477,07/14/2025,Roasted Chickpeas,477,477,"€108,18",Crispy roasted chickpeas seasoned to perfection,Bochum,Germany,returned
478,04/13/2026,Wall-Mounted Bookshelf,478,478,"€49,52",Floating bookshelf to display your favorite books.,Braunschweig,Germany,canceled
479,03/31/2025,Electric Rice Cooker,479,479,"€90,75",Multi-function rice cooker for all types of rice recipes.,Köln,Germany,shipped
480,01/06/2025,Basmati Rice,480,480,"€135,79","Aromatic long-grain basmati rice, perfect for curries.",Bonn,Germany,canceled
481,05/08/2026,Chicken Sausage,481,481,"€143,14","Flavorful chicken sausage, low in fat and fully cooked.",Berlin,Germany,returned
482,08/25/2025,Lentil Soup (canned),482,482,"€55,68",Hearty lentil soup for a quick meal.,Erfurt,Germany,proceed
483,01/10/2025,Motion Sensor Light,483,483,"€61,74",Battery-operated motion sensor light for safety.,Berlin,Germany,shipped
484,08/15/2025,Natural Fruit Snacks,484,484,"€90,57","Healthy fruit snacks, made with real fruit.",Hamburg,Germany,proceed
485,04/26/2026,Glass Water Bottle,485,485,"€16,04",Borosilicate glass water bottle with silicone sleeve.,Ludwigshafen am Rhein,Germany,proceed
486,07/01/2025,Handcrafted Wooden Jewelry Box,486,486,"€145,12",Beautifully crafted jewelry box with compartments for storage.,Leipzig,Germany,shipped
487,08/27/2025,Roasted Garlic,487,487,"€135,03",Savory roasted garlic in a jar for easy use.,Düsseldorf,Germany,shipped
488,08/28/2025,Coconut Curry Lentil Soup,488,488,"€36,45","A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor.",Hamburg,Germany,canceled
489,01/05/2025,Strawberry Fruit Spread,489,489,"€29,34",Natural fruit spread bursting with real strawberry flavor.,Wetzlar,Germany,canceled
490,11/05/2025,Wireless Range Extender,490,490,"€131,80",Boost your Wi-Fi signal for better coverage.,Gelsenkirchen,Germany,proceed
491,10/25/2025,Smart LED Desk Lamp,491,491,"€26,69",Adjustable lamp with multiple brightness levels and colors.,Dillenburg,Germany,canceled
492,07/01/2025,Granola Cereal,492,492,"€36,78","Crunchy granola with oats, nuts, and honey.",Magdeburg,Germany,shipped
493,07/09/2025,Multifunctional Baby Bottle Warmer,493,493,"€56,56",Warmer for heating baby bottles and food jars.,Düsseldorf,Germany,canceled
494,10/18/2025,Almond Flour,494,494,"€38,37","Gluten-free almond flour, perfect for baking.",Hamburg,Germany,canceled
495,03/20/2026,Instant Pot,495,495,"€23,88",7-in-1 multi-cooker for versatile cooking.,Berlin,Germany,shipped
496,04/29/2025,Cucumber Relish,496,496,"€24,76","Sweet relish made from cucumbers, perfect for sandwiches.",München,Germany,returned
497,01/08/2026,Margherita Pizza,497,497,"€70,27","A frozen pizza topped with fresh mozzarella, tomatoes, and basil.",Cottbus,Germany,returned
498,05/09/2026,Hand Crank Blender,498,498,"€88,12",Manual blender for smoothies and mixing ingredients on the go.,Bremen,Germany,shipped
499,05/09/2025,Graphic Hoodie,499,499,"€129,30",Bold graphic hoodie featuring a comfortable fit and soft fabric.,Magdeburg,Germany,proceed
500,11/01/2025,Children's Musical Instrument Set,500,500,"€69,76",Fun instruments to introduce kids to music.,Berlin,Germany,returned
